    S0C         S1C         S0U         S1U          EC           EU           OC           OU          MC         MU       CCSC      CCSU     YGC     YGCT     FGC    FGCT     CGC    CGCT       GCT
        0,0         0,0         0,0         0,0       8192,0       4096,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       4096,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       4096,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       4096,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       4096,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       4096,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       5120,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       5120,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       5120,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       5120,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       5120,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       5120,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       5120,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       5120,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       6144,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       6144,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       6144,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       6144,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       6144,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       6144,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       6144,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       6144,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       6144,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       7168,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       7168,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       7168,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       7168,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       7168,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       7168,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       7168,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       7168,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0         0,0         0,0         0,0       8192,0       7168,0       8192,0          0,0        0,0        0,0       0,0       0,0      0     0,000     0     0,000     0     0,000     0,000
        0,0      1024,0         0,0      1024,0       3072,0          0,0      12288,0       4381,3     1728,0     1585,3     192,0     131,8      1     0,018     0     0,000     0     0,000     0,018
        0,0      1024,0         0,0      1024,0       3072,0          0,0      12288,0       4381,3     1728,0     1585,3     192,0     131,8      1     0,018     0     0,000     0     0,000     0,018
        0,0      1024,0         0,0      1024,0       3072,0          0,0      12288,0       4381,3     1728,0     1585,3     192,0     131,8      1     0,018     0     0,000     0     0,000     0,018
        0,0      1024,0         0,0      1024,0       3072,0          0,0      12288,0       4381,3     1728,0     1585,3     192,0     131,8      1     0,018     0     0,000     0     0,000     0,018
        0,0      1024,0         0,0      1024,0       3072,0          0,0      12288,0       4381,3     1728,0     1585,3     192,0     131,8      1     0,018     0     0,000     0     0,000     0,018
        0,0      1024,0         0,0      1024,0       3072,0          0,0      12288,0       4381,3     1728,0     1585,3     192,0     131,8      1     0,018     0     0,000     0     0,000     0,018
        0,0      1024,0         0,0      1024,0       3072,0          0,0      12288,0       4381,3     1728,0     1585,3     192,0     131,8      1     0,018     0     0,000     0     0,000     0,018
        0,0      1024,0         0,0      1024,0       3072,0          0,0      12288,0       4381,3     1728,0     1585,3     192,0     131,8      1     0,018     0     0,000     0     0,000     0,018
        0,0      1024,0         0,0      1024,0       3072,0          0,0      12288,0       4381,3     1728,0     1585,3     192,0     131,8      1     0,018     0     0,000     0     0,000     0,018
        0,0      1024,0         0,0      1024,0       3072,0          0,0      12288,0       4381,3     1728,0     1585,3     192,0     131,8      1     0,018     0     0,000     0     0,000     0,018
        0,0      1024,0         0,0      1024,0       3072,0          0,0      12288,0       4381,3     1728,0     1585,3     192,0     131,8      1     0,018     0     0,000     0     0,000     0,018
